id,exchange,ts_code,symbol,freq,trade_time,open,close,high,low,vol,is_contract
16,okex,DOGE_USDT,DOGE-USDT,1min,2021-04-22 18:52:00,0.289564,0.290047,0.290582,0.289551,1341299.430478,N
17,okex,DOGE_USDT,DOGE-USDT-SWAP,1min,2021-04-22 18:52:00,0.289394,0.290019,0.290632,0.289394,1751.0,Y
18,okex,DOGE_USDT,DOGE-USDT-SWAP,1min,2021-04-22 18:51:00,0.290529,0.289306,0.291157,0.288891,2164.0,Y
19,okex,DOGE_USDT,DOGE-USDT,1min,2021-04-22 18:51:00,0.290664,0.289447,0.291296,0.289326,2231180.635202,N
20,okex,DOGE_USDT,DOGE-USDT,1min,2021-04-22 18:50:00,0.291015,0.2908,0.291823,0.2908,1406518.83237,N
21,okex,DOGE_USDT,DOGE-USDT-SWAP,1min,2021-04-22 18:50:00,0.290976,0.290581,0.291718,0.290581,1075.0,Y
22,okex,DOGE_USDT,DOGE-USDT,1min,2021-04-22 18:49:00,0.291899,0.291069,0.292005,0.290947,960768.546679,N
23,okex,DOGE_USDT,DOGE-USDT-SWAP,1min,2021-04-22 18:49:00,0.291949,0.290965,0.291949,0.290819,1480.0,Y
24,okex,DOGE_USDT,DOGE-USDT-SWAP,1min,2021-04-22 18:48:00,0.292221,0.291932,0.29252,0.29105,1238.0,Y
25,okex,DOGE_USDT,DOGE-USDT,1min,2021-04-22 18:48:00,0.292178,0.292051,0.292551,0.291184,1644995.443914,N
26,okex,DOGE_USDT,DOGE-USDT,1min,2021-04-22 18:47:00,0.292698,0.292246,0.293245,0.291628,2062825.709755,N
27,okex,DOGE_USDT,DOGE-USDT-SWAP,1min,2021-04-22 18:47:00,0.292632,0.292148,0.293208,0.291682,2282.0,Y
28,okex,DOGE_USDT,DOGE-USDT,1min,2021-04-22 18:46:00,0.292802,0.292792,0.293565,0.291197,2494717.27341,N
29,okex,DOGE_USDT,DOGE-USDT-SWAP,1min,2021-04-22 18:46:00,0.292672,0.292777,0.293417,0.29104,2494.0,Y
30,okex,DOGE_USDT,DOGE-USDT,1min,2021-04-22 18:45:00,0.293617,0.292806,0.293617,0.292001,2118860.112346,N
31,okex,DOGE_USDT,DOGE-USDT-SWAP,1min,2021-04-22 18:45:00,0.293536,0.292604,0.293536,0.291723,2324.0,Y
32,okex,DOGE_USDT,DOGE-USDT,1min,2021-04-22 18:44:00,0.291995,0.293597,0.293662,0.291995,3245710.754336,N
33,okex,DOGE_USDT,DOGE-USDT-SWAP,1min,2021-04-22 18:44:00,0.291858,0.293535,0.293648,0.291824,2583.0,Y
