id,exchange,ts_code,symbol,freq,trade_time,open,close,high,low,vol,is_contract
42,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:54:00,55955.7,55794.4,56023.9,55731.8,7038.0,Y
43,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:54:00,53486.2,53352.4,53522.6,53315.6,1391.0,Y
44,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:54:00,53466.0,53333.4,53504.3,53306.6,34.76528517,N
45,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:54:00,53499.6,53314.4,53515.5,53287.0,3448.0,Y
46,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:54:00,53452.9,53327.2,53477.4,53303.8,8636.0,Y
47,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:54:00,59036.0,58846.4,59054.7,58804.4,1580.0,Y
48,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:54:00,53499.6,53314.4,53515.5,53287.0,3448.0,Y
49,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:53:00,53436.3,53450.9,53550.0,53343.1,9611.0,Y
50,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:53:00,55942.5,55947.3,56078.5,55718.3,7562.0,Y
51,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:53:00,53490.8,53496.7,53617.4,53272.1,4586.0,Y
52,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:53:00,53465.9,53495.2,53596.8,53253.5,3894.0,Y
53,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:53:00,59045.5,58891.3,59180.5,58682.9,4430.0,Y
54,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:53:00,53433.4,53466.0,53550.9,53147.6,69.10132832,N
55,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:53:00,53465.9,53495.2,53596.8,53253.5,3894.0,Y
56,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:52:00,59036.7,59036.5,59084.6,59033.8,938.0,Y
57,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:52:00,53436.2,53435.2,53467.9,53427.0,821.0,Y
58,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:52:00,53476.7,53465.3,53520.1,53463.0,453.0,Y
59,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:52:00,53484.1,53482.9,53510.9,53438.7,1018.0,Y
60,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:52:00,53484.1,53482.9,53510.9,53438.7,1018.0,Y
61,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:52:00,55936.3,55928.4,55984.4,55926.0,1109.0,Y
62,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:52:00,53428.9,53433.4,53467.5,53420.1,3.14227345,N
63,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:51:00,53477.6,53477.4,53538.1,53459.6,373.0,Y
64,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:51:00,53509.2,53463.1,53527.2,53462.4,551.0,Y
65,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:51:00,53450.0,53429.1,53468.5,53418.7,285.0,Y
66,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:51:00,55948.6,55946.6,55981.9,55925.1,1073.0,Y
67,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:51:00,53509.2,53463.1,53527.2,53462.4,551.0,Y
68,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:51:00,53447.0,53431.4,53470.6,53423.1,1.11185137,N
69,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:51:00,59073.0,59035.7,59099.8,59027.3,864.0,Y
70,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:50:00,53444.4,53450.1,53494.7,53444.4,361.0,Y
71,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:50:00,53509.8,53519.8,53563.1,53498.2,371.0,Y
72,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:50:00,59069.5,59069.6,59122.5,59043.1,875.0,Y
73,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:50:00,53514.8,53498.3,53538.6,53487.2,740.0,Y
74,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:50:00,55953.2,55948.8,56012.5,55944.9,927.0,Y
75,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:50:00,53455.7,53446.9,53499.9,53446.9,3.14870576,N
76,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:50:00,53514.8,53498.3,53538.6,53487.2,740.0,Y
77,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:49:00,56023.3,55949.1,56023.3,55944.4,1129.0,Y
78,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:49:00,53570.0,53507.3,53570.0,53479.4,510.0,Y
79,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:49:00,53508.4,53455.7,53508.4,53449.2,1.73067539,N
80,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:49:00,53504.9,53467.9,53504.9,53451.1,509.0,Y
81,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:49:00,59131.1,59062.6,59131.1,59055.8,426.0,Y
82,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:49:00,53544.8,53497.1,53557.3,53467.0,246.0,Y
83,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:49:00,53544.8,53497.1,53557.3,53467.0,246.0,Y
84,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:48:00,55991.3,56012.7,56024.8,55923.1,1159.0,Y
85,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:48:00,53500.0,53500.6,53520.0,53421.1,10.42083483,N
86,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:48:00,53539.0,53543.7,53546.1,53461.4,321.0,Y
87,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:48:00,53484.5,53492.3,53505.2,53427.9,1084.0,Y
88,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:48:00,59134.0,59116.5,59148.9,59023.2,876.0,Y
89,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:48:00,53539.0,53543.7,53546.1,53461.4,321.0,Y
90,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:48:00,53543.4,53565.3,53573.5,53466.0,680.0,Y
91,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:47:00,53527.9,53496.0,53532.0,53460.6,726.0,Y
92,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:47:00,56044.5,55992.3,56046.9,55952.9,1958.0,Y
93,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:47:00,53576.4,53550.1,53593.5,53517.9,342.0,Y
94,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:47:00,53587.5,53538.0,53590.0,53516.8,442.0,Y
95,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:47:00,59165.4,59100.3,59168.9,59061.9,488.0,Y
96,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:47:00,53587.5,53538.0,53590.0,53516.8,442.0,Y
97,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:47:00,53533.4,53500.0,53539.3,53469.7,8.21474477,N
98,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:46:00,53505.2,53523.0,53528.0,53387.9,2042.0,Y
99,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:46:00,53534.9,53562.8,53571.4,53439.2,1365.0,Y
100,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:46:00,59114.9,59117.7,59126.6,58976.9,1421.0,Y
101,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:46:00,56028.3,56041.9,56067.8,55888.2,1525.0,Y
102,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:46:00,53534.9,53562.8,53571.4,53439.2,1365.0,Y
103,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:46:00,53500.1,53533.3,53533.3,53392.4,8.83181223,N
104,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:46:00,53560.6,53582.1,53582.1,53438.8,697.0,Y
105,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:45:00,53537.4,53490.1,53537.4,53464.4,691.0,Y
106,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:45:00,53566.6,53531.7,53569.8,53496.3,880.0,Y
107,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:45:00,53566.6,53531.7,53569.8,53496.3,880.0,Y
108,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:45:00,56043.9,56026.8,56058.2,55965.6,1242.0,Y
109,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:45:00,53597.8,53547.1,53603.0,53513.5,269.0,Y
110,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:45:00,53528.4,53503.8,53528.4,53460.1,5.53455335,N
111,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:45:00,59126.7,59091.0,59126.7,59045.2,664.0,Y
112,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:44:00,53586.6,53574.6,53655.1,53543.9,708.0,Y
113,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:44:00,59169.4,59133.0,59214.7,59073.7,766.0,Y
114,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:44:00,53535.7,53539.9,53586.2,53478.1,7.08638213,N
115,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:44:00,53555.9,53556.9,53622.3,53505.3,1440.0,Y
116,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:44:00,53528.6,53522.0,53584.7,53471.7,1535.0,Y
117,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:44:00,56039.4,56066.3,56120.7,55982.2,1522.0,Y
118,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:44:00,53555.9,53556.9,53622.3,53505.3,1440.0,Y
119,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:43:00,53476.6,53536.9,53540.1,53435.0,3987.0,Y
120,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:43:00,55965.1,56039.4,56039.4,55929.3,1293.0,Y
121,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:43:00,53506.7,53559.3,53567.1,53463.2,798.0,Y
122,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:43:00,53528.6,53592.4,53594.4,53495.7,659.0,Y
123,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:43:00,53506.7,53559.3,53567.1,53463.2,798.0,Y
124,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:43:00,53483.3,53533.2,53536.7,53440.8,7.66939838,N
125,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:43:00,59051.7,59122.4,59215.2,59010.9,886.0,Y
126,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:42:00,53491.0,53476.7,53509.6,53362.7,5698.0,Y
127,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:42:00,53574.7,53540.5,53574.7,53457.8,1030.0,Y
128,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:42:00,56002.2,55962.5,56015.2,55844.6,3205.0,Y
129,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:42:00,53504.8,53484.9,53539.0,53411.4,1136.0,Y
130,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:42:00,53504.8,53484.9,53539.0,53411.4,1136.0,Y
131,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:42:00,53487.7,53483.3,53497.3,53361.8,9.39408699,N
132,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:42:00,59053.8,59056.5,59081.8,58901.6,2521.0,Y
133,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:41:00,58895.9,59047.8,59053.8,58865.6,1711.0,Y
134,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:41:00,53333.5,53491.0,53499.8,53309.7,3836.0,Y
135,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:41:00,53332.6,53512.6,53517.4,53330.4,1052.0,Y
136,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:41:00,53332.6,53512.6,53517.4,53330.4,1052.0,Y
137,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:41:00,53396.8,53536.6,53570.2,53362.0,797.0,Y
138,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:41:00,55815.2,55994.6,56012.2,55798.0,2820.0,Y
139,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:41:00,53330.4,53483.2,53489.9,53306.6,9.80643359,N
140,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:40:00,53243.8,53331.3,53397.6,53130.2,7751.0,Y
141,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:40:00,58790.1,58886.6,58956.1,58648.9,2478.0,Y
142,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:40:00,53235.6,53335.5,53395.1,53121.9,40.48805921,N
143,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:40:00,53286.3,53343.2,53432.9,53165.5,4119.0,Y
144,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:40:00,55721.6,55820.9,55891.9,55594.8,6688.0,Y
145,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:40:00,53286.3,53343.2,53432.9,53165.5,4119.0,Y
146,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:40:00,53273.0,53427.0,53472.9,53167.7,2376.0,Y
147,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:39:00,53274.1,53284.6,53358.8,53253.2,470.0,Y
148,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:39:00,53266.3,53285.3,53332.3,53236.3,1120.0,Y
149,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:39:00,53217.3,53240.0,53300.0,53200.1,12.05283551,N
150,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:39:00,55671.2,55692.1,55787.1,55649.1,2903.0,Y
151,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:39:00,53213.2,53240.7,53305.1,53210.9,1747.0,Y
152,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:39:00,53266.3,53285.3,53332.3,53236.3,1120.0,Y
153,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:39:00,58823.6,58803.3,58874.8,58727.5,1330.0,Y
154,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:38:00,58933.5,58733.0,58956.1,58733.0,2139.0,Y
155,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:38:00,53346.8,53217.3,53400.0,53200.1,11.56308294,N
156,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:38:00,53359.4,53258.0,53423.0,53229.0,1291.0,Y
157,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:38:00,53355.1,53229.1,53417.2,53207.9,2276.0,Y
158,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:38:00,55815.7,55671.2,55876.0,55647.1,1525.0,Y
159,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:38:00,53359.4,53258.0,53423.0,53229.0,1291.0,Y
160,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:38:00,53395.9,53268.7,53466.4,53252.0,857.0,Y
161,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:37:00,53432.8,53354.6,53432.8,53346.1,8.00932701,N
162,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:37:00,53459.9,53371.8,53459.9,53350.7,551.0,Y
163,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:37:00,53430.8,53352.8,53435.6,53352.8,965.0,Y
164,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:37:00,59062.3,58928.8,59074.7,58923.7,992.0,Y
165,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:37:00,53504.4,53403.3,53504.4,53387.6,493.0,Y
166,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:37:00,55908.7,55819.4,55929.9,55811.9,1953.0,Y
167,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:37:00,53459.9,53371.8,53459.9,53350.7,551.0,Y
168,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:36:00,53503.7,53462.7,53507.7,53432.0,658.0,Y
169,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:36:00,53511.3,53476.3,53533.6,53471.5,455.0,Y
170,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:36:00,55930.6,55931.4,55989.1,55895.5,1986.0,Y
171,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:36:00,53503.7,53462.7,53507.7,53432.0,658.0,Y
172,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:36:00,53432.1,53434.2,53476.7,53415.7,923.0,Y
173,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:36:00,53438.5,53432.8,53484.5,53405.2,6.96336491,N
174,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:36:00,59077.9,59057.8,59111.7,59024.8,557.0,Y
175,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:35:00,55902.9,55930.7,56055.0,55902.1,3152.0,Y
176,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:35:00,53465.6,53482.8,53600.4,53465.6,743.0,Y
177,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:35:00,59020.5,59043.5,59160.0,59020.3,1448.0,Y
178,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:35:00,53462.7,53460.5,53549.6,53436.0,1586.0,Y
179,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:35:00,53392.7,53438.5,53527.3,53392.7,18.97855704,N
180,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:35:00,53462.7,53460.5,53549.6,53436.0,1586.0,Y
181,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:35:00,53389.1,53432.1,53533.8,53389.1,3989.0,Y
182,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:34:00,53403.3,53400.7,53403.4,53350.1,1364.0,Y
183,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:34:00,53464.4,53458.0,53464.4,53412.9,508.0,Y
184,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:34:00,59043.4,59022.9,59043.4,58987.1,629.0,Y
185,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:34:00,53419.3,53417.0,53429.9,53363.3,647.0,Y
186,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:34:00,53419.3,53417.0,53429.9,53363.3,647.0,Y
187,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:34:00,55927.6,55902.8,55930.5,55872.6,2460.0,Y
188,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:34:00,53411.3,53396.7,53415.7,53360.0,4.52006896,N
189,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:33:00,53492.6,53453.6,53529.9,53407.4,819.0,Y
190,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:33:00,59042.5,59011.6,59093.7,58962.1,964.0,Y
191,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:33:00,55925.5,55926.3,55978.6,55827.8,3076.0,Y
192,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:33:00,53435.7,53411.4,53466.0,53333.6,11.44028007,N
193,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:33:00,53442.1,53404.1,53488.8,53357.7,1874.0,Y
194,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:33:00,53415.3,53396.0,53460.5,53327.4,3371.0,Y
195,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:33:00,53442.1,53404.1,53488.8,53357.7,1874.0,Y
196,okex,BTC_USDT,BTC-USDT-210430,1min,2021-04-22 18:32:00,53480.7,53503.8,53503.8,53291.2,1003.0,Y
197,okex,BTC_USDT,BTC-USDT-210423,1min,2021-04-22 18:32:00,53408.2,53445.9,53454.2,53319.3,1299.0,Y
198,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:32:00,53408.2,53445.9,53454.2,53319.3,1299.0,Y
199,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:32:00,53385.6,53409.9,53416.5,53247.8,4321.0,Y
200,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:32:00,59013.1,59033.4,59046.6,58850.8,741.0,Y
201,okex,BTC_USDT,BTC-USDT-210625,1min,2021-04-22 18:32:00,55912.3,55912.1,55926.3,55737.8,3500.0,Y
202,okex,BTC_USDT,BTC-USDT,1min,2021-04-22 18:32:00,53406.4,53427.4,53438.3,53253.6,16.59534164,N
203,okex,BTC_USDT,BTC-USDT-210507,1min,2021-04-22 18:31:00,53299.4,53444.3,53461.9,53287.6,1164.0,Y
204,okex,BTC_USDT,BTC-USDT-SWAP,1min,2021-04-22 18:31:00,53278.9,53387.5,53428.9,53272.3,2542.0,Y
205,okex,BTC_USDT,BTC-USDT-210924,1min,2021-04-22 18:31:00,58894.4,58990.0,59048.5,58868.8,787.0,Y
